Study	pathID	Pathway	percentageTargeted	percentage_in_Human_GenAge	percentage_in_Model_GenAge	percentage_targeted_by_DrugAge
Aliper2016	hsa04725	Cholinergic synapse	0.0945945945945946	0.17567567567567569	0.28378378378378377	0.40540540540540543
Barardo2017	hsa04725	Cholinergic synapse	0.06756756756756757	0.17567567567567569	0.28378378378378377	0.40540540540540543
Calvert2016	hsa04725	Cholinergic synapse	0.10810810810810811	0.17567567567567569	0.28378378378378377	0.40540540540540543
Donertas2018	hsa04725	Cholinergic synapse	0.13513513513513514	0.17567567567567569	0.28378378378378377	0.40540540540540543
Fernandes2016	hsa04725	Cholinergic synapse	0.14864864864864866	0.17567567567567569	0.28378378378378377	0.40540540540540543
Fuentealba2018	hsa04725	Cholinergic synapse	0.12162162162162163	0.17567567567567569	0.28378378378378377	0.40540540540540543
Liu2016	hsa04725	Cholinergic synapse	0.20270270270270271	0.17567567567567569	0.28378378378378377	0.40540540540540543
Mofidifar2018	hsa04725	Cholinergic synapse	0	0.17567567567567569	0.28378378378378377	0.40540540540540543
Snell2016	hsa04725	Cholinergic synapse	0.05405405405405406	0.17567567567567569	0.28378378378378377	0.40540540540540543
Snell2018	hsa04725	Cholinergic synapse	0.05405405405405406	0.17567567567567569	0.28378378378378377	0.40540540540540543
Yang2018	hsa04725	Cholinergic synapse	0	0.17567567567567569	0.28378378378378377	0.40540540540540543
Ziehm2017	hsa04725	Cholinergic synapse	0.20270270270270271	0.17567567567567569	0.28378378378378377	0.40540540540540543
Aliper2016	hsa04726	Serotonergic synapse	0.0375	0.0875	0.25	0.4
Barardo2017	hsa04726	Serotonergic synapse	0.125	0.0875	0.25	0.4
Calvert2016	hsa04726	Serotonergic synapse	0.05	0.0875	0.25	0.4
Donertas2018	hsa04726	Serotonergic synapse	0.125	0.0875	0.25	0.4
Fernandes2016	hsa04726	Serotonergic synapse	0.1125	0.0875	0.25	0.4
Fuentealba2018	hsa04726	Serotonergic synapse	0.125	0.0875	0.25	0.4
Liu2016	hsa04726	Serotonergic synapse	0.225	0.0875	0.25	0.4
Mofidifar2018	hsa04726	Serotonergic synapse	0	0.0875	0.25	0.4
Snell2016	hsa04726	Serotonergic synapse	0.1	0.0875	0.25	0.4
Snell2018	hsa04726	Serotonergic synapse	0.15	0.0875	0.25	0.4
Yang2018	hsa04726	Serotonergic synapse	0	0.0875	0.25	0.4
Ziehm2017	hsa04726	Serotonergic synapse	0.075	0.0875	0.25	0.4
Aliper2016	hsa04727	GABAergic synapse	0.02127659574468085	0.06382978723404255	0.10638297872340426	0.14893617021276595
Barardo2017	hsa04727	GABAergic synapse	0	0.06382978723404255	0.10638297872340426	0.14893617021276595
Calvert2016	hsa04727	GABAergic synapse	0	0.06382978723404255	0.10638297872340426	0.14893617021276595
Donertas2018	hsa04727	GABAergic synapse	0	0.06382978723404255	0.10638297872340426	0.14893617021276595
Fernandes2016	hsa04727	GABAergic synapse	0.02127659574468085	0.06382978723404255	0.10638297872340426	0.14893617021276595
Fuentealba2018	hsa04727	GABAergic synapse	0.02127659574468085	0.06382978723404255	0.10638297872340426	0.14893617021276595
Liu2016	hsa04727	GABAergic synapse	0.0851063829787234	0.06382978723404255	0.10638297872340426	0.14893617021276595
Mofidifar2018	hsa04727	GABAergic synapse	0	0.06382978723404255	0.10638297872340426	0.14893617021276595
Snell2016	hsa04727	GABAergic synapse	0.06382978723404255	0.06382978723404255	0.10638297872340426	0.14893617021276595
Snell2018	hsa04727	GABAergic synapse	0.02127659574468085	0.06382978723404255	0.10638297872340426	0.14893617021276595
Yang2018	hsa04727	GABAergic synapse	0	0.06382978723404255	0.10638297872340426	0.14893617021276595
Ziehm2017	hsa04727	GABAergic synapse	0.02127659574468085	0.06382978723404255	0.10638297872340426	0.14893617021276595
Aliper2016	hsa04728	Dopaminergic synapse	0.06060606060606061	0.18181818181818182	0.25757575757575757	0.4090909090909091
Barardo2017	hsa04728	Dopaminergic synapse	0	0.18181818181818182	0.25757575757575757	0.4090909090909091
Calvert2016	hsa04728	Dopaminergic synapse	0.045454545454545456	0.18181818181818182	0.25757575757575757	0.4090909090909091
Donertas2018	hsa04728	Dopaminergic synapse	0.19696969696969696	0.18181818181818182	0.25757575757575757	0.4090909090909091
Fernandes2016	hsa04728	Dopaminergic synapse	0.10606060606060606	0.18181818181818182	0.25757575757575757	0.4090909090909091
Fuentealba2018	hsa04728	Dopaminergic synapse	0.015151515151515152	0.18181818181818182	0.25757575757575757	0.4090909090909091
Liu2016	hsa04728	Dopaminergic synapse	0.25757575757575757	0.18181818181818182	0.25757575757575757	0.4090909090909091
Mofidifar2018	hsa04728	Dopaminergic synapse	0	0.18181818181818182	0.25757575757575757	0.4090909090909091
Snell2016	hsa04728	Dopaminergic synapse	0.015151515151515152	0.18181818181818182	0.25757575757575757	0.4090909090909091
Snell2018	hsa04728	Dopaminergic synapse	0.10606060606060606	0.18181818181818182	0.25757575757575757	0.4090909090909091
Yang2018	hsa04728	Dopaminergic synapse	0	0.18181818181818182	0.25757575757575757	0.4090909090909091
Ziehm2017	hsa04728	Dopaminergic synapse	0.07575757575757576	0.18181818181818182	0.25757575757575757	0.4090909090909091
Aliper2016	hsa04730	Long-term depression	0.11428571428571428	0.17142857142857143	0.34285714285714286	0.37142857142857144
Barardo2017	hsa04730	Long-term depression	0.02857142857142857	0.17142857142857143	0.34285714285714286	0.37142857142857144
Calvert2016	hsa04730	Long-term depression	0.14285714285714285	0.17142857142857143	0.34285714285714286	0.37142857142857144
Donertas2018	hsa04730	Long-term depression	0.17142857142857143	0.17142857142857143	0.34285714285714286	0.37142857142857144
Fernandes2016	hsa04730	Long-term depression	0.17142857142857143	0.17142857142857143	0.34285714285714286	0.37142857142857144
Fuentealba2018	hsa04730	Long-term depression	0.2571428571428571	0.17142857142857143	0.34285714285714286	0.37142857142857144
Liu2016	hsa04730	Long-term depression	0.11428571428571428	0.17142857142857143	0.34285714285714286	0.37142857142857144
Mofidifar2018	hsa04730	Long-term depression	0	0.17142857142857143	0.34285714285714286	0.37142857142857144
Snell2016	hsa04730	Long-term depression	0.08571428571428572	0.17142857142857143	0.34285714285714286	0.37142857142857144
Snell2018	hsa04730	Long-term depression	0.14285714285714285	0.17142857142857143	0.34285714285714286	0.37142857142857144
Yang2018	hsa04730	Long-term depression	0	0.17142857142857143	0.34285714285714286	0.37142857142857144
Ziehm2017	hsa04730	Long-term depression	0.2	0.17142857142857143	0.34285714285714286	0.37142857142857144
Aliper2016	hsa04740	Olfactory transduction	0.1111111111111111	0	0.2777777777777778	0.2222222222222222
Barardo2017	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Calvert2016	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Donertas2018	hsa04740	Olfactory transduction	0.05555555555555555	0	0.2777777777777778	0.2222222222222222
Fernandes2016	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Fuentealba2018	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Liu2016	hsa04740	Olfactory transduction	0.2777777777777778	0	0.2777777777777778	0.2222222222222222
Mofidifar2018	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Snell2016	hsa04740	Olfactory transduction	0.2222222222222222	0	0.2777777777777778	0.2222222222222222
Snell2018	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Yang2018	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Ziehm2017	hsa04740	Olfactory transduction	0	0	0.2777777777777778	0.2222222222222222
Aliper2016	hsa04742	Taste transduction	0.021739130434782608	0.021739130434782608	0.10869565217391304	0.2826086956521739
Barardo2017	hsa04742	Taste transduction	0.08695652173913043	0.021739130434782608	0.10869565217391304	0.2826086956521739
Calvert2016	hsa04742	Taste transduction	0	0.021739130434782608	0.10869565217391304	0.2826086956521739
Donertas2018	hsa04742	Taste transduction	0.021739130434782608	0.021739130434782608	0.10869565217391304	0.2826086956521739
Fernandes2016	hsa04742	Taste transduction	0	0.021739130434782608	0.10869565217391304	0.2826086956521739
Fuentealba2018	hsa04742	Taste transduction	0	0.021739130434782608	0.10869565217391304	0.2826086956521739
Liu2016	hsa04742	Taste transduction	0.30434782608695654	0.021739130434782608	0.10869565217391304	0.2826086956521739
Mofidifar2018	hsa04742	Taste transduction	0	0.021739130434782608	0.10869565217391304	0.2826086956521739
Snell2016	hsa04742	Taste transduction	0.17391304347826086	0.021739130434782608	0.10869565217391304	0.2826086956521739
Snell2018	hsa04742	Taste transduction	0.043478260869565216	0.021739130434782608	0.10869565217391304	0.2826086956521739
Yang2018	hsa04742	Taste transduction	0	0.021739130434782608	0.10869565217391304	0.2826086956521739
Ziehm2017	hsa04742	Taste transduction	0	0.021739130434782608	0.10869565217391304	0.2826086956521739
Aliper2016	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Barardo2017	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Calvert2016	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Donertas2018	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Fernandes2016	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Fuentealba2018	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Liu2016	hsa04744	Phototransduction	0.1111111111111111	0	0.2222222222222222	0.1111111111111111
Mofidifar2018	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Snell2016	hsa04744	Phototransduction	0.3333333333333333	0	0.2222222222222222	0.1111111111111111
Snell2018	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Yang2018	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Ziehm2017	hsa04744	Phototransduction	0	0	0.2222222222222222	0.1111111111111111
Aliper2016	hsa04750	Inflammatory mediator regulation of TRP channels	0.08823529411764706	0.19117647058823528	0.27941176470588236	0.4411764705882353
Barardo2017	hsa04750	Inflammatory mediator regulation of TRP channels	0.08823529411764706	0.19117647058823528	0.27941176470588236	0.4411764705882353
Calvert2016	hsa04750	Inflammatory mediator regulation of TRP channels	0.07352941176470588	0.19117647058823528	0.27941176470588236	0.4411764705882353
Donertas2018	hsa04750	Inflammatory mediator regulation of TRP channels	0.23529411764705882	0.19117647058823528	0.27941176470588236	0.4411764705882353
Fernandes2016	hsa04750	Inflammatory mediator regulation of TRP channels	0.08823529411764706	0.19117647058823528	0.27941176470588236	0.4411764705882353
Fuentealba2018	hsa04750	Inflammatory mediator regulation of TRP channels	0.058823529411764705	0.19117647058823528	0.27941176470588236	0.4411764705882353
Liu2016	hsa04750	Inflammatory mediator regulation of TRP channels	0.22058823529411764	0.19117647058823528	0.27941176470588236	0.4411764705882353
Mofidifar2018	hsa04750	Inflammatory mediator regulation of TRP channels	0	0.19117647058823528	0.27941176470588236	0.4411764705882353
Snell2016	hsa04750	Inflammatory mediator regulation of TRP channels	0.07352941176470588	0.19117647058823528	0.27941176470588236	0.4411764705882353
Snell2018	hsa04750	Inflammatory mediator regulation of TRP channels	0.08823529411764706	0.19117647058823528	0.27941176470588236	0.4411764705882353
Yang2018	hsa04750	Inflammatory mediator regulation of TRP channels	0.014705882352941176	0.19117647058823528	0.27941176470588236	0.4411764705882353
Ziehm2017	hsa04750	Inflammatory mediator regulation of TRP channels	0.19117647058823528	0.19117647058823528	0.27941176470588236	0.4411764705882353
Aliper2016	hsa04810	Regulation of actin cytoskeleton	0.11702127659574468	0.14893617021276595	0.18085106382978725	0.3191489361702128
Barardo2017	hsa04810	Regulation of actin cytoskeleton	0.0425531914893617	0.14893617021276595	0.18085106382978725	0.3191489361702128
Calvert2016	hsa04810	Regulation of actin cytoskeleton	0.11702127659574468	0.14893617021276595	0.18085106382978725	0.3191489361702128
Donertas2018	hsa04810	Regulation of actin cytoskeleton	0.13829787234042554	0.14893617021276595	0.18085106382978725	0.3191489361702128
Fernandes2016	hsa04810	Regulation of actin cytoskeleton	0.07446808510638298	0.14893617021276595	0.18085106382978725	0.3191489361702128
Fuentealba2018	hsa04810	Regulation of actin cytoskeleton	0.23404255319148937	0.14893617021276595	0.18085106382978725	0.3191489361702128
Liu2016	hsa04810	Regulation of actin cytoskeleton	0.13829787234042554	0.14893617021276595	0.18085106382978725	0.3191489361702128
Mofidifar2018	hsa04810	Regulation of actin cytoskeleton	0	0.14893617021276595	0.18085106382978725	0.3191489361702128
Snell2016	hsa04810	Regulation of actin cytoskeleton	0.05319148936170213	0.14893617021276595	0.18085106382978725	0.3191489361702128
Snell2018	hsa04810	Regulation of actin cytoskeleton	0.05319148936170213	0.14893617021276595	0.18085106382978725	0.3191489361702128
Yang2018	hsa04810	Regulation of actin cytoskeleton	0	0.14893617021276595	0.18085106382978725	0.3191489361702128
Ziehm2017	hsa04810	Regulation of actin cytoskeleton	0.2127659574468085	0.14893617021276595	0.18085106382978725	0.3191489361702128
Aliper2016	hsa04910	Insulin signaling pathway	0.11688311688311688	0.23376623376623376	0.4935064935064935	0.4675324675324675
Barardo2017	hsa04910	Insulin signaling pathway	0.05194805194805195	0.23376623376623376	0.4935064935064935	0.4675324675324675
Calvert2016	hsa04910	Insulin signaling pathway	0.16883116883116883	0.23376623376623376	0.4935064935064935	0.4675324675324675
Donertas2018	hsa04910	Insulin signaling pathway	0.22077922077922077	0.23376623376623376	0.4935064935064935	0.4675324675324675
Fernandes2016	hsa04910	Insulin signaling pathway	0.14285714285714285	0.23376623376623376	0.4935064935064935	0.4675324675324675
Fuentealba2018	hsa04910	Insulin signaling pathway	0.16883116883116883	0.23376623376623376	0.4935064935064935	0.4675324675324675
Liu2016	hsa04910	Insulin signaling pathway	0.1038961038961039	0.23376623376623376	0.4935064935064935	0.4675324675324675
Mofidifar2018	hsa04910	Insulin signaling pathway	0	0.23376623376623376	0.4935064935064935	0.4675324675324675
Snell2016	hsa04910	Insulin signaling pathway	0.05194805194805195	0.23376623376623376	0.4935064935064935	0.4675324675324675
Snell2018	hsa04910	Insulin signaling pathway	0.07792207792207792	0.23376623376623376	0.4935064935064935	0.4675324675324675
Yang2018	hsa04910	Insulin signaling pathway	0	0.23376623376623376	0.4935064935064935	0.4675324675324675
Ziehm2017	hsa04910	Insulin signaling pathway	0.22077922077922077	0.23376623376623376	0.4935064935064935	0.4675324675324675
Aliper2016	hsa04911	Insulin secretion	0.07407407407407407	0.07407407407407407	0.25925925925925924	0.25925925925925924
Barardo2017	hsa04911	Insulin secretion	0	0.07407407407407407	0.25925925925925924	0.25925925925925924
Calvert2016	hsa04911	Insulin secretion	0.018518518518518517	0.07407407407407407	0.25925925925925924	0.25925925925925924
Donertas2018	hsa04911	Insulin secretion	0.05555555555555555	0.07407407407407407	0.25925925925925924	0.25925925925925924
Fernandes2016	hsa04911	Insulin secretion	0.037037037037037035	0.07407407407407407	0.25925925925925924	0.25925925925925924
Fuentealba2018	hsa04911	Insulin secretion	0	0.07407407407407407	0.25925925925925924	0.25925925925925924
Liu2016	hsa04911	Insulin secretion	0.16666666666666666	0.07407407407407407	0.25925925925925924	0.25925925925925924
Mofidifar2018	hsa04911	Insulin secretion	0	0.07407407407407407	0.25925925925925924	0.25925925925925924
Snell2016	hsa04911	Insulin secretion	0.018518518518518517	0.07407407407407407	0.25925925925925924	0.25925925925925924
Snell2018	hsa04911	Insulin secretion	0.09259259259259259	0.07407407407407407	0.25925925925925924	0.25925925925925924
Yang2018	hsa04911	Insulin secretion	0.018518518518518517	0.07407407407407407	0.25925925925925924	0.25925925925925924
Ziehm2017	hsa04911	Insulin secretion	0	0.07407407407407407	0.25925925925925924	0.25925925925925924
Aliper2016	hsa04912	GnRH signaling pathway	0.140625	0.203125	0.3125	0.40625
Barardo2017	hsa04912	GnRH signaling pathway	0.046875	0.203125	0.3125	0.40625
Calvert2016	hsa04912	GnRH signaling pathway	0.078125	0.203125	0.3125	0.40625
Donertas2018	hsa04912	GnRH signaling pathway	0.15625	0.203125	0.3125	0.40625
Fernandes2016	hsa04912	GnRH signaling pathway	0.109375	0.203125	0.3125	0.40625
Fuentealba2018	hsa04912	GnRH signaling pathway	0.109375	0.203125	0.3125	0.40625
Liu2016	hsa04912	GnRH signaling pathway	0.171875	0.203125	0.3125	0.40625
Mofidifar2018	hsa04912	GnRH signaling pathway	0	0.203125	0.3125	0.40625
Snell2016	hsa04912	GnRH signaling pathway	0.078125	0.203125	0.3125	0.40625
Snell2018	hsa04912	GnRH signaling pathway	0.09375	0.203125	0.3125	0.40625
Yang2018	hsa04912	GnRH signaling pathway	0	0.203125	0.3125	0.40625
Ziehm2017	hsa04912	GnRH signaling pathway	0.15625	0.203125	0.3125	0.40625
Aliper2016	hsa04913	Ovarian steroidogenesis	0.18518518518518517	0.18518518518518517	0.3333333333333333	0.2962962962962963
